ID :  11, Time : 502, Before :  9, After :  6
ID :  96, Time : 503, Before : 16, After : 17
ID :  58, Time : 506, Before :  2, After : 12
ID :   6, Time : 506, Before : 18, After :  9
ID :  97, Time : 507, Before : 11, After : 14
ID :  24, Time : 508, Before :  9, After :  3
ID :  23, Time : 508, Before : 12, After :  3
ID :   8, Time : 509, Before : 13, After : 16
ID :  12, Time : 512, Before :  7, After :  1
ID :  22, Time : 512, Before :  8, After : 19
ID :  20, Time : 512, Before : 19, After :  3
ID :  40, Time : 512, Before :  3, After : 16
ID :  82, Time : 514, Before :  4, After :  7
ID :  42, Time : 515, Before :  2, After : 10
ID :  92, Time : 515, Before : 18, After : 15
ID :   4, Time : 520, Before :  2, After :  6
ID :  77, Time : 520, Before :  2, After :  6
ID :  19, Time : 521, Before :  2, After :  9
ID :  19, Time : 521, Before :  9, After : 11
ID :  40, Time : 521, Before : 16, After :  3
ID :  74, Time : 522, Before :  2, After :  1
ID :  95, Time : 523, Before : 11, After : 14
ID :  31, Time : 524, Before : 18, After : 15
ID :  48, Time : 525, Before : 18, After : 15
ID :  91, Time : 532, Before :  5, After :  9
ID :   4, Time : 532, Before :  6, After :  2
ID :  77, Time : 534, Before :  6, After :  2
ID :  92, Time : 534, Before : 15, After : 18
ID :  63, Time : 535, Before : 17, After : 16
ID :  35, Time : 535, Before : 17, After : 19
ID :  17, Time : 538, Before :  4, After :  8
ID :  60, Time : 538, Before : 14, After : 18
ID :  16, Time : 538, Before : 11, After :  9
ID :  31, Time : 538, Before : 15, After : 18
ID :  30, Time : 539, Before :  4, After :  8
ID :  34, Time : 539, Before : 17, After :  7
ID :  45, Time : 539, Before :  4, After :  8
ID :  37, Time : 539, Before : 19, After : 17
ID :  33, Time : 540, Before : 17, After : 15
ID :  44, Time : 540, Before : 17, After : 15
ID :  78, Time : 542, Before : 13, After :  2
ID :  88, Time : 543, Before : 11, After : 13
ID :  66, Time : 546, Before : 17, After :  6
ID :  30, Time : 549, Before :  8, After :  4
ID :  18, Time : 549, Before : 11, After :  1
ID :  57, Time : 550, Before :  6, After :  1
ID :  42, Time : 550, Before : 10, After : 15
ID :  11, Time : 553, Before :  6, After :  9
ID :  42, Time : 556, Before : 15, After : 12
ID :  19, Time : 557, Before : 11, After :  3
ID :  23, Time : 557, Before :  3, After : 12
ID :  17, Time : 559, Before :  8, After :  4
ID :  64, Time : 562, Before : 10, After :  1
ID :  16, Time : 563, Before :  9, After :  3
ID :  54, Time : 564, Before : 10, After : 15
ID :  44, Time : 564, Before : 15, After : 14
ID :  74, Time : 565, Before :  1, After :  2
ID :  55, Time : 567, Before : 10, After : 15
ID :  40, Time : 567, Before :  3, After : 16
ID :  34, Time : 568, Before :  7, After : 17
ID :   9, Time : 568, Before : 15, After :  5
ID :  71, Time : 569, Before :  6, After : 17
ID :  56, Time : 569, Before : 16, After : 11
ID :   8, Time : 569, Before : 16, After : 13
ID :  89, Time : 570, Before :  7, After : 17
ID :  30, Time : 573, Before :  4, After :  8
ID :  26, Time : 573, Before :  5, After :  8
ID :  45, Time : 573, Before :  8, After :  4
ID :  87, Time : 576, Before : 17, After : 19
ID :  19, Time : 577, Before :  3, After :  2
ID :  42, Time : 578, Before : 12, After : 15
ID :  54, Time : 578, Before : 15, After : 10
ID :  71, Time : 578, Before : 17, After :  7
ID :  81, Time : 580, Before : 16, After : 19
ID :  40, Time : 581, Before : 16, After :  3
ID :  82, Time : 582, Before :  7, After :  8
ID :  35, Time : 582, Before : 19, After : 17
ID :  43, Time : 583, Before :  6, After : 18
ID :  30, Time : 584, Before :  8, After :  4
ID :  54, Time : 586, Before : 10, After : 15
ID :  28, Time : 591, Before :  4, After :  8
ID :  58, Time : 591, Before : 12, After :  2
ID :  89, Time : 592, Before : 17, After :  7
ID :  90, Time : 592, Before :  6, After : 19
ID :  15, Time : 593, Before : 19, After : 17
ID :  35, Time : 594, Before : 17, After : 19
ID :  87, Time : 595, Before : 19, After : 17
ID :  16, Time : 596, Before :  3, After :  9
ID :  71, Time : 598, Before :  7, After : 17
ID :  73, Time : 598, Before : 11, After : 13
ID :  83, Time : 599, Before : 11, After : 14
ID :  47, Time : 600, Before :  9, After :  2
ID :  43, Time : 600, Before : 18, After :  6
ID :  93, Time : 601, Before : 14, After : 16
ID :  90, Time : 601, Before : 19, After : 17
ID :  66, Time : 604, Before :  6, After : 18
ID :  47, Time : 606, Before :  2, After :  6
ID :  11, Time : 606, Before :  9, After : 18
ID :  83, Time : 606, Before : 14, After : 11
ID :  58, Time : 609, Before :  2, After : 12
ID :  73, Time : 611, Before : 13, After : 11
ID :  64, Time : 614, Before :  1, After :  2
ID :  27, Time : 614, Before :  3, After :  2
ID :  51, Time : 614, Before : 16, After :  3
ID :  40, Time : 614, Before :  3, After : 16
ID :  18, Time : 615, Before :  1, After :  8
ID :  50, Time : 615, Before : 18, After :  9
ID :  91, Time : 616, Before :  9, After : 13
ID :  13, Time : 618, Before :  1, After : 14
ID :  12, Time : 619, Before :  1, After :  8
ID :  41, Time : 619, Before : 13, After :  5
ID :  37, Time : 620, Before : 17, After : 16
ID :  64, Time : 626, Before :  2, After : 10
ID :  17, Time : 627, Before :  4, After :  8
ID :  41, Time : 627, Before :  5, After :  4
ID :  93, Time : 628, Before : 16, After :  7
ID :  47, Time : 629, Before :  6, After : 13
ID :  40, Time : 630, Before : 16, After :  3
ID :  38, Time : 631, Before : 17, After :  3
ID :  42, Time : 632, Before : 15, After : 12
ID :  25, Time : 633, Before : 16, After : 14
ID :  69, Time : 635, Before : 13, After :  3
ID :  58, Time : 635, Before : 12, After :  2
ID :  90, Time : 638, Before : 17, After : 19
ID :  98, Time : 639, Before :  7, After :  8
ID :  54, Time : 639, Before : 15, After : 10
ID :  95, Time : 639, Before : 14, After : 16
ID :  83, Time : 640, Before : 11, After : 14
ID :  63, Time : 640, Before : 16, After : 19
ID :  99, Time : 641, Before : 11, After : 14
ID :  22, Time : 641, Before : 19, After : 17
ID :  73, Time : 643, Before : 11, After : 14
ID :  69, Time : 644, Before :  3, After : 16
ID :  19, Time : 647, Before :  2, After :  3
ID :  35, Time : 651, Before : 19, After : 14
ID :  54, Time : 652, Before : 10, After : 14
ID :  27, Time : 654, Before :  2, After :  3
ID :  71, Time : 655, Before : 17, After : 16
ID :  80, Time : 656, Before : 11, After : 17
ID :  47, Time : 656, Before : 13, After :  6
ID :  66, Time : 656, Before : 18, After : 14
ID :  13, Time : 657, Before : 14, After : 10
ID :  73, Time : 657, Before : 14, After : 11
ID :  11, Time : 657, Before : 18, After :  4
ID :  80, Time : 657, Before : 17, After : 19
ID :  95, Time : 657, Before : 16, After : 14
ID :  51, Time : 659, Before :  3, After : 16
ID :  25, Time : 659, Before : 14, After : 16
ID :  33, Time : 659, Before : 15, After : 18
ID :  41, Time : 662, Before :  4, After :  5
ID :  72, Time : 664, Before :  5, After :  8
ID :  68, Time : 665, Before : 18, After :  5
ID :   9, Time : 666, Before :  5, After :  8
ID :  55, Time : 668, Before : 15, After : 10
ID :  93, Time : 668, Before :  7, After : 16
ID :  98, Time : 669, Before :  8, After :  7
ID :  35, Time : 669, Before : 14, After : 19
ID :  65, Time : 670, Before : 18, After : 15
ID :  36, Time : 674, Before :  2, After : 12
ID :  34, Time : 675, Before : 17, After : 19
ID :  92, Time : 675, Before : 18, After : 15
ID :  15, Time : 677, Before : 17, After :  7
ID :   9, Time : 678, Before :  8, After :  5
ID :  73, Time : 679, Before : 11, After : 14
ID :  68, Time : 680, Before :  5, After : 18
ID :  64, Time : 680, Before : 10, After : 12
ID :  88, Time : 680, Before : 13, After :  9
ID :  51, Time : 680, Before : 16, After :  3
ID :  72, Time : 681, Before :  8, After :  5
ID :  73, Time : 684, Before : 14, After : 11
ID :  81, Time : 684, Before : 19, After :  7
ID :  90, Time : 688, Before : 19, After : 17
ID :  40, Time : 689, Before :  3, After : 16
ID :  12, Time : 691, Before :  8, After :  1
ID :  94, Time : 692, Before :  9, After :  4
ID :  28, Time : 693, Before :  8, After :  4
ID :  80, Time : 694, Before : 19, After : 17
ID :  73, Time : 695, Before : 11, After : 13
ID :  74, Time : 696, Before :  2, After :  1
ID :  54, Time : 697, Before : 14, After : 15
ID :  90, Time : 698, Before : 17, After : 19
ID :  84, Time : 700, Before : 16, After : 13
ID :  79, Time : 701, Before : 14, After : 15
ID :  41, Time : 703, Before :  5, After : 13
ID :  43, Time : 705, Before :  6, After :  1
ID :  81, Time : 705, Before :  7, After :  8
ID :  15, Time : 706, Before :  7, After : 19
ID :  76, Time : 706, Before :  4, After : 14
ID :  35, Time : 706, Before : 19, After : 17
ID :  25, Time : 707, Before : 16, After : 12
ID :  18, Time : 708, Before :  8, After :  1
ID :  94, Time : 709, Before :  4, After :  5
ID :  38, Time : 711, Before :  3, After : 16
ID :  64, Time : 711, Before : 12, After : 10
ID :  86, Time : 711, Before : 17, After : 15
ID :  43, Time : 712, Before :  1, After :  6
ID :  28, Time : 712, Before :  4, After : 13
ID :  40, Time : 715, Before : 16, After :  7
ID :  36, Time : 716, Before : 12, After : 10
ID :  97, Time : 719, Before : 14, After :  7
ID :  83, Time : 720, Before : 14, After :  6
ID :  99, Time : 721, Before : 14, After :  6
ID :  17, Time : 723, Before :  8, After : 11
ID :  69, Time : 724, Before : 16, After : 12
ID :  80, Time : 724, Before : 17, After : 19
ID :  32, Time : 725, Before : 10, After : 14
ID :  34, Time : 726, Before : 19, After : 17
ID :  15, Time : 727, Before : 19, After : 17
ID :  84, Time : 729, Before : 13, After : 16
ID :  47, Time : 730, Before :  6, After : 17
ID :  43, Time : 731, Before :  6, After :  1
ID :  55, Time : 731, Before : 10, After : 15
ID :  20, Time : 731, Before :  3, After : 12
ID :  82, Time : 733, Before :  8, After :  1
ID :   8, Time : 733, Before : 13, After : 16
ID :  35, Time : 733, Before : 17, After : 19
ID :  38, Time : 733, Before : 16, After : 14
ID :  44, Time : 733, Before : 14, After : 16
ID :  92, Time : 733, Before : 15, After : 17
ID :  95, Time : 734, Before : 14, After : 11
ID :  23, Time : 734, Before : 12, After :  2
ID :  69, Time : 734, Before : 12, After : 16
ID :   4, Time : 735, Before :  2, After :  9
ID :  64, Time : 736, Before : 10, After : 15
ID :  47, Time : 736, Before : 17, After :  6
ID :  67, Time : 738, Before : 14, After :  6
ID :  41, Time : 739, Before : 13, After :  5
ID :   1, Time : 740, Before : 17, After :  3
ID :  80, Time : 740, Before : 19, After : 18
ID :  67, Time : 741, Before :  6, After : 14
ID :  64, Time : 742, Before : 15, After : 10
ID :  72, Time : 742, Before :  5, After : 15
ID :  40, Time : 742, Before :  7, After : 16
ID :  19, Time : 745, Before :  3, After : 12
ID :  47, Time : 745, Before :  6, After : 17
ID :  98, Time : 745, Before :  7, After :  1
ID : 100, Time : 746, Before : 13, After :  4
ID :  28, Time : 746, Before : 13, After :  4
ID :  90, Time : 746, Before : 19, After : 17
ID :  47, Time : 749, Before : 17, After :  6
ID :  66, Time : 750, Before : 14, After :  6
ID :  40, Time : 750, Before : 16, After : 19
ID :  51, Time : 751, Before :  3, After : 16
ID :  53, Time : 751, Before :  7, After :  8
ID :  43, Time : 752, Before :  1, After :  6
ID : 100, Time : 753, Before :  4, After : 13
ID :  56, Time : 753, Before : 11, After : 13
ID :   4, Time : 754, Before :  9, After :  2
ID :  94, Time : 754, Before :  5, After :  4
ID :  27, Time : 755, Before :  3, After : 12
ID :  84, Time : 755, Before : 16, After : 13
ID :  63, Time : 755, Before : 19, After : 16
ID :  97, Time : 755, Before :  7, After : 15
ID :  74, Time : 756, Before :  1, After :  2
ID :  69, Time : 757, Before : 16, After : 12
ID :  56, Time : 758, Before : 13, After : 11
ID :  46, Time : 758, Before : 11, After : 17
ID :  93, Time : 760, Before : 16, After : 12
ID :  45, Time : 762, Before :  4, After :  5
ID :  63, Time : 762, Before : 16, After : 19
ID :  66, Time : 766, Before :  6, After : 14
ID :  24, Time : 767, Before :  3, After :  2
ID :  33, Time : 769, Before : 18, After : 15
ID :  72, Time : 770, Before : 15, After :  5
ID :   5, Time : 772, Before :  3, After : 13
ID :  13, Time : 772, Before : 10, After :  1
ID :  36, Time : 773, Before : 10, After :  1
ID :  34, Time : 773, Before : 17, After :  6
ID :  72, Time : 773, Before :  5, After :  8
ID :  73, Time : 774, Before : 13, After :  4
ID :  84, Time : 775, Before : 13, After :  2
ID :  21, Time : 775, Before : 15, After : 12
ID : 100, Time : 776, Before : 13, After : 11
ID :  20, Time : 776, Before : 12, After :  3
ID :  65, Time : 777, Before : 15, After : 17
ID :  10, Time : 777, Before : 19, After :  7
ID :  98, Time : 779, Before :  1, After :  8
ID :  79, Time : 779, Before : 15, After : 10
ID :  13, Time : 780, Before :  1, After : 10
ID :  61, Time : 780, Before : 12, After :  8
ID :  36, Time : 781, Before :  1, After : 10
ID :  77, Time : 781, Before :  2, After :  9
ID :  46, Time : 781, Before : 17, After : 10
ID :  82, Time : 782, Before :  1, After :  4
ID :  57, Time : 784, Before :  1, After :  2
ID :  79, Time : 784, Before : 10, After : 15
ID :  63, Time : 784, Before : 19, After :  3
ID :  59, Time : 784, Before :  5, After : 13
ID :  98, Time : 785, Before :  8, After :  7
ID :  40, Time : 785, Before : 19, After : 16
ID :  51, Time : 786, Before : 16, After : 14
ID :  71, Time : 786, Before : 16, After : 17
ID :  12, Time : 787, Before :  1, After :  8
ID :  23, Time : 787, Before :  2, After : 12
ID :  40, Time : 792, Before : 16, After : 19
ID :  93, Time : 792, Before : 12, After : 16
ID :  57, Time : 795, Before :  2, After : 10
ID :  94, Time : 797, Before :  4, After :  9
ID :  79, Time : 799, Before : 15, After : 10
ID :  69, Time : 800, Before : 12, After : 16
ID :  24, Time : 801, Before :  2, After : 12
ID :  12, Time : 804, Before :  8, After :  1
ID :  92, Time : 804, Before : 17, After : 18
ID :  84, Time : 804, Before :  2, After : 16
ID :  88, Time : 805, Before :  9, After : 13
ID :  13, Time : 805, Before : 10, After :  1
ID :  34, Time : 808, Before :  6, After :  1
ID :  67, Time : 808, Before : 14, After :  6
ID :  17, Time : 809, Before : 11, After : 16
ID :  61, Time : 809, Before :  8, After : 17
ID :  74, Time : 810, Before :  2, After : 12
ID :  43, Time : 810, Before :  6, After :  1
ID :  10, Time : 812, Before :  7, After :  8
ID :  27, Time : 817, Before : 12, After :  3
ID :  34, Time : 820, Before :  1, After :  6
ID :  16, Time : 820, Before :  9, After : 15
ID :  55, Time : 820, Before : 15, After : 12
ID :  22, Time : 820, Before : 17, After : 19
ID :   2, Time : 820, Before :  7, After :  1
ID :  77, Time : 821, Before :  9, After : 13
ID :  74, Time : 821, Before : 12, After :  2
ID :  58, Time : 821, Before :  2, After :  1
ID :   5, Time : 822, Before : 13, After :  3
ID :  42, Time : 823, Before : 12, After :  2
ID :  83, Time : 823, Before :  6, After : 14
ID :  73, Time : 825, Before :  4, After :  1
ID :  77, Time : 825, Before : 13, After :  2
ID :  38, Time : 825, Before : 14, After : 16
ID :  26, Time : 826, Before :  8, After :  5
ID :  67, Time : 826, Before :  6, After : 14
ID :  80, Time : 829, Before : 18, After : 19
ID :  37, Time : 829, Before : 16, After : 11
ID :  79, Time : 830, Before : 10, After : 15
ID :  63, Time : 832, Before :  3, After : 19
ID :  56, Time : 833, Before : 11, After : 13
ID :  13, Time : 834, Before :  1, After : 10
ID :   8, Time : 834, Before : 16, After :  3
ID :  48, Time : 835, Before : 15, After : 18
ID :  28, Time : 836, Before :  4, After : 13
ID :  16, Time : 836, Before : 15, After : 18
ID :   7, Time : 836, Before :  3, After :  9
ID :  82, Time : 838, Before :  4, After :  1
ID :  61, Time : 838, Before : 17, After : 19
ID :  67, Time : 839, Before : 14, After :  6
ID :  57, Time : 840, Before : 10, After : 12
ID :  13, Time : 841, Before : 10, After :  1
ID :  64, Time : 842, Before : 10, After :  1
ID :  87, Time : 842, Before : 17, After :  7
ID :  95, Time : 842, Before : 11, After : 14
ID :  92, Time : 844, Before : 18, After :  6
ID :  99, Time : 844, Before :  6, After : 16
ID :  80, Time : 845, Before : 19, After : 12
ID :   7, Time : 847, Before :  9, After :  3
ID :  13, Time : 851, Before :  1, After : 10
ID :  69, Time : 851, Before : 16, After :  6
ID :  88, Time : 851, Before : 13, After :  8
ID :  42, Time : 852, Before :  2, After : 12
ID :  67, Time : 853, Before :  6, After : 14
ID :  74, Time : 857, Before :  2, After : 12
ID :  22, Time : 857, Before : 19, After : 16
ID :   8, Time : 857, Before :  3, After : 13
ID :  98, Time : 858, Before :  7, After :  6
ID :  28, Time : 860, Before : 13, After : 11
ID :  88, Time : 860, Before :  8, After :  5
ID :  77, Time : 861, Before :  2, After :  6
ID :  55, Time : 862, Before : 12, After : 15
ID :  55, Time : 864, Before : 15, After : 10
ID :  72, Time : 864, Before :  8, After :  5
ID :   4, Time : 865, Before :  2, After :  6
ID :  67, Time : 865, Before : 14, After :  6
ID :   5, Time : 866, Before :  3, After :  9
ID :  77, Time : 867, Before :  6, After :  9
ID :  57, Time : 869, Before : 12, After : 10
ID :  80, Time : 870, Before : 12, After :  8
ID :  65, Time : 871, Before : 17, After : 10
ID :  21, Time : 872, Before : 12, After : 15
ID :  17, Time : 872, Before : 16, After : 13
ID :  41, Time : 872, Before :  5, After :  8
ID :  74, Time : 873, Before : 12, After : 10
ID :  49, Time : 875, Before : 10, After : 14
ID :  92, Time : 877, Before :  6, After : 18
ID :  81, Time : 878, Before :  8, After : 17
ID :  51, Time : 878, Before : 14, After : 19
ID :  57, Time : 879, Before : 10, After :  1
ID :  93, Time : 879, Before : 16, After :  7
ID :  88, Time : 879, Before :  5, After : 15
ID :  86, Time : 879, Before : 15, After : 14
ID :  77, Time : 881, Before :  9, After :  3
ID :  37, Time : 881, Before : 11, After : 13
ID :   5, Time : 882, Before :  9, After : 13
ID :  33, Time : 882, Before : 15, After : 18
ID :  26, Time : 884, Before :  5, After :  8
ID :  98, Time : 884, Before :  6, After :  7
ID :  59, Time : 884, Before : 13, After :  9
ID :  82, Time : 885, Before :  1, After :  4
ID :   1, Time : 885, Before :  3, After : 13
ID :  17, Time : 885, Before : 13, After : 11
ID :  33, Time : 886, Before : 18, After :  6
ID :  32, Time : 888, Before : 14, After : 10
ID :  95, Time : 889, Before : 14, After : 11
ID :  66, Time : 891, Before : 14, After :  6
ID :  51, Time : 891, Before : 19, After :  3
ID :  53, Time : 892, Before :  8, After :  7
ID :  16, Time : 892, Before : 18, After :  6
ID :   5, Time : 892, Before : 13, After :  9
ID :  48, Time : 894, Before : 18, After :  9
ID :  74, Time : 895, Before : 10, After : 12
ID :  21, Time : 895, Before : 15, After : 12
ID :   2, Time : 895, Before :  1, After :  7
ID :  69, Time : 896, Before :  6, After : 17
ID :  35, Time : 898, Before : 19, After : 17
ID :  65, Time : 898, Before : 10, After : 17
ID :  93, Time : 898, Before :  7, After : 16
ID :  67, Time : 899, Before :  6, After : 17
ID :  64, Time : 900, Before :  1, After : 10
ID :  92, Time : 900, Before : 18, After : 17
Total handoff 1024 times.
